-5.766642e+01 -3.406758e+02 1.461351e+02
-6.421153e+01 -3.304920e+02 1.502551e+02
-6.431399e+01 -3.323057e+02 1.475572e+02
-6.122938e+01 -3.332478e+02 1.497055e+02
-5.357760e+01 -3.257445e+02 1.592613e+02
-5.174540e+01 -3.269239e+02 1.597212e+02
-7.119058e+01 -3.290611e+02 1.423924e+02
-7.349723e+01 -3.276572e+02 1.394841e+02
-7.160173e+01 -3.308826e+02 1.378802e+02
-7.269117e+01 -3.167572e+02 1.568746e+02
-7.315898e+01 -3.180741e+02 1.549416e+02
-7.112573e+01 -3.199695e+02 1.554280e+02
-5.253594e+01 -3.114074e+02 1.656473e+02
-5.164846e+01 -3.144156e+02 1.644507e+02
-4.813453e+01 -3.089806e+02 1.665823e+02
-7.747628e+01 -3.182887e+02 1.432145e+02
-7.845632e+01 -3.185194e+02 1.396812e+02
-7.693459e+01 -3.206892e+02 1.414112e+02
-7.928035e+01 -3.155442e+02 1.415491e+02
-7.867889e+01 -3.157085e+02 1.439243e+02
-8.603258e+01 -2.963879e+02 1.514746e+02
-8.617272e+01 -2.932994e+02 1.535258e+02
-8.390125e+01 -3.005086e+02 1.534842e+02
-8.464842e+01 -2.963286e+02 1.547836e+02
-8.882822e+01 -2.903769e+02 1.489681e+02
-8.949432e+01 -2.895650e+02 1.465882e+02
-8.867394e+01 -2.930514e+02 1.465425e+02
-8.931168e+01 -2.575651e+02 1.572173e+02
-8.915937e+01 -2.590868e+02 1.558935e+02
-8.869989e+01 -2.566825e+02 1.593710e+02
-8.790974e+01 -2.594556e+02 1.586140e+02
-9.000005e+01 -2.887280e+02 1.376080e+02
-9.048186e+01 -2.897866e+02 1.350234e+02
-9.033514e+01 -2.912823e+02 1.358022e+02
-9.198676e+01 -2.661583e+02 1.444634e+02
-9.204333e+01 -2.685773e+02 1.460132e+02
-9.112036e+01 -2.665089e+02 1.478308e+02
-9.559207e+01 -2.534309e+02 1.346029e+02
-9.458876e+01 -2.624511e+02 1.338876e+02
